index,tweet_id,author_id,inbound,created_at,chat_conversation,response_tweet_id,in_response_to_tweet_id,sentiment_analysis,sentiment,sentiment_explanation
869,1439,AskPayPal,False,Tue Oct 31 22:10:38 +0000 2017,"@115998 Hi there, we've replied to your DM! ^RA",,1440.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma resposta direta e informativa, sem expressar emoções positivas ou negativas. O uso de 'Hi there' e 'we've replied to your DM!' indica uma comunicação amigável, mas não há um sentimento forte que se destaque.""
}",Neutro,"A mensagem do usuário é uma resposta direta e informativa, sem expressar emoções positivas ou negativas. O uso de 'Hi there' e 'we've replied to your DM!' indica uma comunicação amigável, mas não há um sentimento forte que se destaque."
870,1440,115998,True,Tue Oct 31 16:54:36 +0000 2017,@115993 are you kidding me with this customer service! It’s terrible.,1439,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e descontentamento com o serviço ao cliente, utilizando a frase 'It’s terrible', que claramente indica uma experiência negativa.""
}",Negativo,"O usuário expressa frustração e descontentamento com o serviço ao cliente, utilizando a frase 'It’s terrible', que claramente indica uma experiência negativa."
871,1441,AskPayPal,False,Tue Oct 31 22:09:10 +0000 2017,@115999 I am sorry to hear about this trouble you are running into. Please send me a DM and I can help you further. ^GA,1442,1443.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa empatia em relação a um problema enfrentado por outra pessoa, indicando que a situação é problemática. A frase 'I am sorry to hear about this trouble' demonstra uma preocupação com a dificuldade alheia, o que sugere um sentimento negativo em relação à situação mencionada.""
}",Negativo,"O usuário expressa empatia em relação a um problema enfrentado por outra pessoa, indicando que a situação é problemática. A frase 'I am sorry to hear about this trouble' demonstra uma preocupação com a dificuldade alheia, o que sugere um sentimento negativo em relação à situação mencionada."
872,1442,115999,True,Tue Oct 31 22:22:32 +0000 2017,"@AskPayPal I set up a paypal account before i was 18. Fair play, my bad. Was wondering if i could shut down the account so i can restart it now im 18?",1444,1441.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário expressa uma dúvida sobre como encerrar uma conta do PayPal, sem demonstrar emoções fortes. A frase 'Fair play, my bad' sugere uma aceitação da situação, mas não há um tom positivo ou negativo claro. O foco está na solicitação de informação.""
}",Neutro,"O usuário expressa uma dúvida sobre como encerrar uma conta do PayPal, sem demonstrar emoções fortes. A frase 'Fair play, my bad' sugere uma aceitação da situação, mas não há um tom positivo ou negativo claro. O foco está na solicitação de informação."
873,1444,AskPayPal,False,Tue Oct 31 22:37:52 +0000 2017,"@115999 Sadly we cannot close this account until you are 18, but we can close this account once you are 18 and you can op... https://t.co/hIEXXEzY1f",1445,1442.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma frustração implícita ao mencionar que não pode fechar a conta até completar 18 anos, o que sugere descontentamento com a situação. A palavra 'sadly' indica um tom de tristeza ou desapontamento.""
}",Negativo,"O usuário expressa uma frustração implícita ao mencionar que não pode fechar a conta até completar 18 anos, o que sugere descontentamento com a situação. A palavra 'sadly' indica um tom de tristeza ou desapontamento."
874,1445,115999,True,Tue Oct 31 22:40:43 +0000 2017,@AskPayPal I am 18,1446,1444.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma afirmação simples e direta sobre sua idade, sem expressar emoções ou sentimentos positivos ou negativos. O trecho 'I am 18' não indica entusiasmo, descontentamento ou qualquer outra emoção, caracterizando um tom neutro.""
}",Neutro,"A mensagem do usuário é uma afirmação simples e direta sobre sua idade, sem expressar emoções ou sentimentos positivos ou negativos. O trecho 'I am 18' não indica entusiasmo, descontentamento ou qualquer outra emoção, caracterizando um tom neutro."
875,1446,AskPayPal,False,Tue Oct 31 22:42:17 +0000 2017,@115999 Sorry for the confusion. Please DM me and I can help you. ^GA,,1445.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário expressa uma disposição para ajudar e esclarecer uma confusão, mas não demonstra emoções fortes ou positivas/negativas. O trecho que demonstra isso é: 'Sorry for the confusion. Please DM me and I can help you.'""
}",Neutro,"A mensagem do usuário expressa uma disposição para ajudar e esclarecer uma confusão, mas não demonstra emoções fortes ou positivas/negativas. O trecho que demonstra isso é: 'Sorry for the confusion. Please DM me and I can help you.'"
876,1443,115999,True,Tue Oct 31 16:40:07 +0000 2017,@AskPayPal i have a serious problem i need help with.,1441,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma necessidade urgente de ajuda devido a um 'problema sério', o que indica frustração ou preocupação. A escolha das palavras sugere um tom negativo, pois ele está enfrentando uma situação difícil.""
}",Negativo,"O usuário expressa uma necessidade urgente de ajuda devido a um 'problema sério', o que indica frustração ou preocupação. A escolha das palavras sugere um tom negativo, pois ele está enfrentando uma situação difícil."
877,1447,AskPayPal,False,Tue Oct 31 22:02:28 +0000 2017,@116000 I am sorry to hear about this trouble with accessing your account. Please send me a DM and I can help you further. ^GA,,1448.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa um problema ao acessar sua conta, o que indica uma situação frustrante ou desagradável. A frase 'I am sorry to hear about this trouble' sugere que a situação é problemática e causa desconforto.""
}",Negativo,"O usuário expressa um problema ao acessar sua conta, o que indica uma situação frustrante ou desagradável. A frase 'I am sorry to hear about this trouble' sugere que a situação é problemática e causa desconforto."
878,1448,116000,True,Tue Oct 31 16:38:45 +0000 2017,@AskPayPal Been locked out of my account for 2 hrs. 2 different agents have “reset my account for me” &amp; still no dice as soon as they get off phone,1447,1449.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e insatisfação ao relatar que está bloqueado de sua conta há 2 horas e que, apesar de ter recebido ajuda de dois agentes, o problema persiste. A frase 'still no dice' indica que não houve solução, reforçando o sentimento negativo.""
}",Negativo,"O usuário expressa frustração e insatisfação ao relatar que está bloqueado de sua conta há 2 horas e que, apesar de ter recebido ajuda de dois agentes, o problema persiste. A frase 'still no dice' indica que não houve solução, reforçando o sentimento negativo."
879,1449,116000,True,Tue Oct 31 16:37:34 +0000 2017,"Good morning, a @AskPayPal customer service rep just made me cry.",1448,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma experiência emocionalmente negativa ao afirmar que um representante de atendimento ao cliente da PayPal o fez chorar, o que indica um impacto emocional adverso. A frase 'just made me cry' demonstra claramente um sentimento de frustração ou tristeza.""
}",Negativo,"O usuário expressa uma experiência emocionalmente negativa ao afirmar que um representante de atendimento ao cliente da PayPal o fez chorar, o que indica um impacto emocional adverso. A frase 'just made me cry' demonstra claramente um sentimento de frustração ou tristeza."
880,1450,AskPlayStation,False,Tue Oct 31 22:27:36 +0000 2017,@116001 Glad to help! We have sent you a DM looking forward help you?,,1451.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa disposição para ajudar e mostra entusiasmo ao dizer 'Glad to help!' e 'looking forward help you?', o que indica uma atitude amigável e prestativa.""
}",Positivo,"O usuário expressa disposição para ajudar e mostra entusiasmo ao dizer 'Glad to help!' e 'looking forward help you?', o que indica uma atitude amigável e prestativa."
881,1451,116001,True,Tue Oct 31 12:02:26 +0000 2017,@AskPlayStation can you dm me I have a question,1450,,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação direta e não expressa emoções positivas ou negativas. O tom é neutro, focando apenas na necessidade de comunicação com a AskPlayStation.""
}",Neutro,"A mensagem do usuário é uma solicitação direta e não expressa emoções positivas ou negativas. O tom é neutro, focando apenas na necessidade de comunicação com a AskPlayStation."
882,1452,AskPlayStation,False,Tue Oct 31 22:26:33 +0000 2017,"@116002 Hi there, Sorry to hear that, Are you getting an error message or an error code, Let us know more details please?",1453,1454.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma preocupação ao mencionar 'Sorry to hear that', indicando que está ciente de um problema ou dificuldade enfrentada por outra pessoa. Isso sugere um sentimento de empatia em relação a uma situação negativa.""
}",Negativo,"O usuário expressa uma preocupação ao mencionar 'Sorry to hear that', indicando que está ciente de um problema ou dificuldade enfrentada por outra pessoa. Isso sugere um sentimento de empatia em relação a uma situação negativa."
883,1453,116002,True,Tue Oct 31 22:32:18 +0000 2017,@AskPlayStation It’s ok I fixed it thanks,1455,1452.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa satisfação ao afirmar que conseguiu resolver o problema, utilizando a frase 'It’s ok I fixed it thanks', o que indica um tom positivo e de gratidão.""
}",Positivo,"O usuário expressa satisfação ao afirmar que conseguiu resolver o problema, utilizando a frase 'It’s ok I fixed it thanks', o que indica um tom positivo e de gratidão."
884,1455,AskPlayStation,False,Tue Oct 31 22:34:36 +0000 2017,"@116002 Glad to hear that, Feel free to message us again here if you need help.",,1453.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa satisfação ao dizer 'Glad to hear that', o que indica um sentimento positivo em relação à situação. A disposição para ajudar novamente também reforça um tom otimista e acolhedor.""
}",Positivo,"O usuário expressa satisfação ao dizer 'Glad to hear that', o que indica um sentimento positivo em relação à situação. A disposição para ajudar novamente também reforça um tom otimista e acolhedor."
885,1454,116002,True,Tue Oct 31 11:46:53 +0000 2017,@AskPlayStation but out of the games the buttons work solutions?,1452,1456.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário parece estar frustrado ou insatisfeito com a situação, questionando sobre soluções para um problema com os botões dos jogos. A forma como a pergunta é feita sugere uma expectativa de ajuda que não está sendo atendida, o que indica um sentimento negativo. O trecho que demonstra isso é: 'but out of the games the buttons work solutions?'.""
}",Negativo,"O usuário parece estar frustrado ou insatisfeito com a situação, questionando sobre soluções para um problema com os botões dos jogos. A forma como a pergunta é feita sugere uma expectativa de ajuda que não está sendo atendida, o que indica um sentimento negativo. O trecho que demonstra isso é: 'but out of the games the buttons work solutions?'."
886,1456,116002,True,Tue Oct 31 11:46:25 +0000 2017,@AskPlayStation My PS4 lets me load up games but then I can’t do anything in them eg Fortnite can’t press X to continue,1454,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração com o funcionamento do PS4, mencionando que não consegue interagir com os jogos, o que indica um problema. A frase 'não posso fazer nada neles' demonstra claramente um sentimento negativo em relação à experiência com o console.""
}",Negativo,"O usuário expressa frustração com o funcionamento do PS4, mencionando que não consegue interagir com os jogos, o que indica um problema. A frase 'não posso fazer nada neles' demonstra claramente um sentimento negativo em relação à experiência com o console."
887,1457,AskPlayStation,False,Tue Oct 31 22:24:55 +0000 2017,@116003 Lamentamos el inconveniente. Por favor siguenos en Twitter para brindarte asistencia por mensajes directos.,,1458.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressou um sentimento de insatisfação ao mencionar um 'inconveniente', o que indica descontentamento com a situação. A necessidade de assistência sugere que o usuário está enfrentando problemas, reforçando a classificação negativa.""
}",Negativo,"O usuário expressou um sentimento de insatisfação ao mencionar um 'inconveniente', o que indica descontentamento com a situação. A necessidade de assistência sugere que o usuário está enfrentando problemas, reforçando a classificação negativa."
888,1458,116003,True,Tue Oct 31 10:53:49 +0000 2017,"@AskPlayStation compre una tarjeta de 50$, la metí y no se me acreditaron los 50$, me sale que revise los términos. ¿Que hago?",1457,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e insatisfação ao relatar que não recebeu o valor da compra da tarjeta e menciona a necessidade de revisar os termos, o que indica um problema. A frase 'no se me acreditaron los 50$' demonstra claramente um sentimento negativo em relação à situação.""
}",Negativo,"O usuário expressa frustração e insatisfação ao relatar que não recebeu o valor da compra da tarjeta e menciona a necessidade de revisar os termos, o que indica um problema. A frase 'no se me acreditaron los 50$' demonstra claramente um sentimento negativo em relação à situação."
889,1459,AskPlayStation,False,Tue Oct 31 22:24:43 +0000 2017,"@116004 Very odd. Please turn off the console and disconnect all the cables from it for 3 minutes, then try again.",,1460.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma instrução técnica e não expressa emoções positivas ou negativas. O uso de 'Very odd' sugere uma observação, mas não implica um sentimento forte. A frase é direta e objetiva, focando na resolução de um problema.""
}",Neutro,"A mensagem do usuário é uma instrução técnica e não expressa emoções positivas ou negativas. O uso de 'Very odd' sugere uma observação, mas não implica um sentimento forte. A frase é direta e objetiva, focando na resolução de um problema."
890,1460,116004,True,Tue Oct 31 11:17:00 +0000 2017,Yo my PS4 has been turning on by itself recently and constantly ejecting the game disc that's in. What the heck is going on? @AskPlayStation,1459,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e confusão em relação ao problema com seu PS4, utilizando expressões como 'What the heck is going on?', o que indica um sentimento de insatisfação e preocupação com a situação.""
}",Negativo,"O usuário expressa frustração e confusão em relação ao problema com seu PS4, utilizando expressões como 'What the heck is going on?', o que indica um sentimento de insatisfação e preocupação com a situação."
891,1461,AskPlayStation,False,Tue Oct 31 22:22:57 +0000 2017,@116005 Glad to help! We have sent you a Direct Message via Twitter with further instructions.,,1462.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa disposição em ajudar e fornece informações úteis, como o envio de uma mensagem direta com instruções adicionais. Isso demonstra uma atitude proativa e amigável.""
}",Positivo,"O usuário expressa disposição em ajudar e fornece informações úteis, como o envio de uma mensagem direta com instruções adicionais. Isso demonstra uma atitude proativa e amigável."
892,1462,116005,True,Tue Oct 31 22:20:03 +0000 2017,@AskPlayStation My account is telling me to reset my password but i dont know my date of birth but i know my password for the account. help,1461,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e confusão ao tentar acessar sua conta, indicando um problema com o processo de recuperação de senha. A frase 'i dont know my date of birth' sugere uma dificuldade que gera um sentimento negativo em relação à situação.""
}",Negativo,"O usuário expressa frustração e confusão ao tentar acessar sua conta, indicando um problema com o processo de recuperação de senha. A frase 'i dont know my date of birth' sugere uma dificuldade que gera um sentimento negativo em relação à situação."
893,1463,AskPlayStation,False,Tue Oct 31 22:22:24 +0000 2017,"@116006 Hi there, Have you tried accessing this content from your download queue: https://t.co/lyTEIVBTBn
Let us know the results.","1464,1465",1466.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação de feedback sobre o acesso a um conteúdo, sem expressar emoções positivas ou negativas. O tom é informativo e direto, como evidenciado pela frase: 'Let us know the results.'""
}",Neutro,"A mensagem do usuário é uma solicitação de feedback sobre o acesso a um conteúdo, sem expressar emoções positivas ou negativas. O tom é informativo e direto, como evidenciado pela frase: 'Let us know the results.'"
894,1464,116006,True,Fri Nov 03 04:59:32 +0000 2017,"@AskPlayStation my psn id quochuy046, can you help me? Or can I email someone a try for help? live chat on web block me? wtf?",,1463.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração e confusão ao tentar obter ajuda, utilizando expressões como 'wtf?' e mencionando que o 'live chat on web block me', o que indica insatisfação com o serviço.""
}",Negativo,"O usuário expressa frustração e confusão ao tentar obter ajuda, utilizando expressões como 'wtf?' e mencionando que o 'live chat on web block me', o que indica insatisfação com o serviço."
895,1465,116006,True,Fri Nov 03 04:58:56 +0000 2017,"@AskPlayStation I have followed your instructions, but not, my ps4 has set up automatic download, and find in library there is no diablo 3 nercromancer",,1463.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao relatar que, apesar de seguir as instruções, não conseguiu encontrar o jogo desejado. A frase 'there is no diablo 3 nercromancer' indica insatisfação com a situação.""
}",Negativo,"O usuário expressa frustração ao relatar que, apesar de seguir as instruções, não conseguiu encontrar o jogo desejado. A frase 'there is no diablo 3 nercromancer' indica insatisfação com a situação."
896,1466,116006,True,Tue Oct 31 09:47:04 +0000 2017,"@AskPlayStation  i have bought dlc diablo 3 necromancer and hav phys disc D3 ROS but when i click necromaner pack on game , dont download https://t.co/JDdn50e0wo","1463,1467",,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao relatar um problema com o download do DLC de Diablo 3, indicando insatisfação com a situação. A frase 'dont download' sugere que ele está enfrentando dificuldades, o que contribui para a classificação negativa.""
}",Negativo,"O usuário expressa frustração ao relatar um problema com o download do DLC de Diablo 3, indicando insatisfação com a situação. A frase 'dont download' sugere que ele está enfrentando dificuldades, o que contribui para a classificação negativa."
897,1468,AskPlayStation,False,Tue Oct 31 22:19:46 +0000 2017,@116007 Please check your DM's for more instructions.,,1469.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação direta para que outra pessoa verifique suas mensagens diretas, sem expressar emoções positivas ou negativas. O tom é informativo e objetivo, indicando uma comunicação prática.""
}",Neutro,"A mensagem do usuário é uma solicitação direta para que outra pessoa verifique suas mensagens diretas, sem expressar emoções positivas ou negativas. O tom é informativo e objetivo, indicando uma comunicação prática."
898,1469,116007,True,Tue Oct 31 22:16:38 +0000 2017,"@AskPlayStation Less a billing issue (I updated the exp date in acct), more ps+ wasn't able to renew. How do i make sure it stays current/not lose anything?",1468,1470.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração em relação a um problema de renovação do PS+, indicando que não conseguiu renovar o serviço e está preocupado em perder algo. A frase 'Less a billing issue' sugere que a situação é mais complexa e causa preocupação, o que contribui para um tom negativo.""
}",Negativo,"O usuário expressa frustração em relação a um problema de renovação do PS+, indicando que não conseguiu renovar o serviço e está preocupado em perder algo. A frase 'Less a billing issue' sugere que a situação é mais complexa e causa preocupação, o que contribui para um tom negativo."
899,1470,AskPlayStation,False,Tue Oct 31 21:55:16 +0000 2017,"@116007 Sorry to hear that! For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",1469,1471.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma preocupação ou descontentamento ao dizer 'Sorry to hear that!', o que indica que está lidando com uma situação desagradável, possivelmente relacionada a problemas de cobrança.""
}",Negativo,"O usuário expressa uma preocupação ou descontentamento ao dizer 'Sorry to hear that!', o que indica que está lidando com uma situação desagradável, possivelmente relacionada a problemas de cobrança."
900,1471,116007,True,Tue Oct 31 21:53:35 +0000 2017,"@AskPlayStation not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed. How can I correct this?",1470,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao relatar um problema com a data do cartão de crédito e a falha na renovação do PS+. A frase 'not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed' indica insatisfação com a situação.""
}",Negativo,"O usuário expressa frustração ao relatar um problema com a data do cartão de crédito e a falha na renovação do PS+. A frase 'not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed' indica insatisfação com a situação."
901,1472,AskPlayStation,False,Tue Oct 31 22:18:40 +0000 2017,"@116008 Hi there! For assistance please follow us and send us a Direct Message, we look forward to your reply.",,1473.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário não expressou emoções positivas ou negativas, apenas seguiu as instruções dadas. A mensagem é informativa e não contém elementos que indiquem um sentimento forte, como entusiasmo ou descontentamento.""
}",Neutro,"O usuário não expressou emoções positivas ou negativas, apenas seguiu as instruções dadas. A mensagem é informativa e não contém elementos que indiquem um sentimento forte, como entusiasmo ou descontentamento."
902,1473,116008,True,Tue Oct 31 19:11:31 +0000 2017,@AskPlayStation please help,1472,1474.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário está solicitando ajuda, o que geralmente indica uma situação de frustração ou insatisfação. A expressão 'please help' sugere que ele está enfrentando um problema que precisa ser resolvido, refletindo um sentimento negativo.""
}",Negativo,"O usuário está solicitando ajuda, o que geralmente indica uma situação de frustração ou insatisfação. A expressão 'please help' sugere que ele está enfrentando um problema que precisa ser resolvido, refletindo um sentimento negativo."
903,1474,116008,True,Tue Oct 31 09:37:54 +0000 2017,@AskPlayStation hi I accidentally bought a psp game on the PlayStation store thinking it was for ps3. I don’t have a psp. can I return it?,1473,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao relatar um erro na compra de um jogo que não pode usar, indicando insatisfação com a situação. A frase 'I accidentally bought a psp game' demonstra um sentimento de arrependimento e confusão.""
}",Negativo,"O usuário expressa frustração ao relatar um erro na compra de um jogo que não pode usar, indicando insatisfação com a situação. A frase 'I accidentally bought a psp game' demonstra um sentimento de arrependimento e confusão."
904,1475,AskPlayStation,False,Tue Oct 31 22:17:15 +0000 2017,@116009 Glad to help!  Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions.,,1476.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário expressa disposição para ajudar e incentiva o seguimento nas redes sociais, o que demonstra uma atitude amigável e colaborativa. A frase 'Glad to help!' indica satisfação em oferecer assistência.""
}",Positivo,"O usuário expressa disposição para ajudar e incentiva o seguimento nas redes sociais, o que demonstra uma atitude amigável e colaborativa. A frase 'Glad to help!' indica satisfação em oferecer assistência."
905,1476,116009,True,Tue Oct 31 09:16:47 +0000 2017,I preordered the standard edition of cod ww2. Can I change it to deluxe edition somehow @AskPlayStation,1475,,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está fazendo uma pergunta sobre a possibilidade de mudar a edição de um jogo que já foi pré-encomendado. Não há expressões de emoção forte, como felicidade ou frustração, apenas uma solicitação de informação.""
}",Neutro,"O usuário está fazendo uma pergunta sobre a possibilidade de mudar a edição de um jogo que já foi pré-encomendado. Não há expressões de emoção forte, como felicidade ou frustração, apenas uma solicitação de informação."
906,1477,AskPlayStation,False,Tue Oct 31 22:16:45 +0000 2017,@116010 Sorry to read that. Please check your DMs for assistance.,,1478.0,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressou uma preocupação ou descontentamento ao dizer 'Sorry to read that', o que indica que está respondendo a uma situação negativa ou desagradável. Essa frase sugere empatia, mas também reflete um sentimento de tristeza ou preocupação em relação ao que foi mencionado anteriormente.""
}",Negativo,"O usuário expressou uma preocupação ou descontentamento ao dizer 'Sorry to read that', o que indica que está respondendo a uma situação negativa ou desagradável. Essa frase sugere empatia, mas também reflete um sentimento de tristeza ou preocupação em relação ao que foi mencionado anteriormente."
907,1478,116010,True,Tue Oct 31 22:12:49 +0000 2017,@AskPlayStation someone got to my account and changed the email,1477,,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa preocupação e frustração ao relatar que alguém acessou sua conta e alterou o e-mail, o que indica uma situação problemática e indesejada. A frase 'someone got to my account and changed the email' demonstra claramente um sentimento negativo em relação à segurança de sua conta.""
}",Negativo,"O usuário expressa preocupação e frustração ao relatar que alguém acessou sua conta e alterou o e-mail, o que indica uma situação problemática e indesejada. A frase 'someone got to my account and changed the email' demonstra claramente um sentimento negativo em relação à segurança de sua conta."
908,1479,HPSupport,False,Tue Oct 31 22:19:08 +0000 2017,"@116011 To better assist you, click on the option below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1",,1480.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma instrução clara e objetiva, sem expressar emoções ou sentimentos. O tom é informativo e não apresenta elementos que indiquem um sentimento positivo ou negativo. O trecho que demonstra isso é: 'To better assist you, click on the option below and reply. Thanks!'.""
}",Neutro,"A mensagem do usuário é uma instrução clara e objetiva, sem expressar emoções ou sentimentos. O tom é informativo e não apresenta elementos que indiquem um sentimento positivo ou negativo. O trecho que demonstra isso é: 'To better assist you, click on the option below and reply. Thanks!'."
909,1480,116011,True,Tue Oct 31 20:09:40 +0000 2017,@HPSupport [Laserjet Pro M102w will not print. Drivers install and windows finds printer but I get an error] #hpcswus #hpprnt,"1479,1481,1482,1483",,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa frustração ao relatar que a impressora não está funcionando, apesar de ter instalado os drivers e o Windows reconhecer o dispositivo. A menção de um 'erro' indica um problema que causa insatisfação, refletindo um sentimento negativo.""
}",Negativo,"O usuário expressa frustração ao relatar que a impressora não está funcionando, apesar de ter instalado os drivers e o Windows reconhecer o dispositivo. A menção de um 'erro' indica um problema que causa insatisfação, refletindo um sentimento negativo."
910,1481,HPSupport,False,Tue Oct 31 22:19:01 +0000 2017,"@116011 Hey Jacob, I'm here to help! Let's run print and scan doctor: https://t.co/EaeoxKeULN ...1/2",,1480.0,"{
  ""Sentimento"": ""Positivo"",
  ""Explicação"": ""O usuário se apresenta de forma prestativa e amigável, dizendo 'I'm here to help!' e oferecendo uma solução com um link. Isso demonstra uma intenção positiva de ajudar e colaborar.""
}",Positivo,"O usuário se apresenta de forma prestativa e amigável, dizendo 'I'm here to help!' e oferecendo uma solução com um link. Isso demonstra uma intenção positiva de ajudar e colaborar."
911,1484,HPSupport,False,Tue Oct 31 22:04:26 +0000 2017,@116012 below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1,,1485.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é uma solicitação direta para que alguém retorne uma classificação ou resposta, sem expressar emoções ou sentimentos claros. A falta de linguagem emocional ou de opinião torna a mensagem neutra.""
}",Neutro,"A mensagem do usuário é uma solicitação direta para que alguém retorne uma classificação ou resposta, sem expressar emoções ou sentimentos claros. A falta de linguagem emocional ou de opinião torna a mensagem neutra."
912,1485,116012,True,Tue Oct 31 19:49:44 +0000 2017,@HPSupport Im sending my notebook in for hard drive replacement. Is it alright if I format the drive to factory defaul first? #hpcswus #hppc,"1484,1486",,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""O usuário está fazendo uma pergunta técnica sobre o envio do notebook para substituição do disco rígido, sem expressar emoções positivas ou negativas. A solicitação é direta e objetiva, como demonstrado na frase: 'Is it alright if I format the drive to factory default first?'.""
}",Neutro,"O usuário está fazendo uma pergunta técnica sobre o envio do notebook para substituição do disco rígido, sem expressar emoções positivas ou negativas. A solicitação é direta e objetiva, como demonstrado na frase: 'Is it alright if I format the drive to factory default first?'."
913,1487,HPSupport,False,Tue Oct 31 22:00:59 +0000 2017,@116013 Fill the web form using this link to reach them- https://t.co/0jQc5ucYzc Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1,,1488.0,"{
  ""Sentimento"": ""Neutro"",
  ""Explicação"": ""A mensagem do usuário é informativa e direta, sem expressar emoções ou sentimentos positivos ou negativos. O foco está em fornecer um link e instruções, o que não indica um tom emocional. O trecho que demonstra isso é: 'Fill the web form using this link to reach them'.""
}",Neutro,"A mensagem do usuário é informativa e direta, sem expressar emoções ou sentimentos positivos ou negativos. O foco está em fornecer um link e instruções, o que não indica um tom emocional. O trecho que demonstra isso é: 'Fill the web form using this link to reach them'."
914,1488,116013,True,Tue Oct 31 19:43:35 +0000 2017,@HPSupport I would like to speak to a technician #hpsa #hpprnt,"1487,1489",,"{
  ""Sentimento"": ""Negativo"",
  ""Explicação"": ""O usuário expressa uma necessidade de assistência técnica, o que pode indicar frustração ou insatisfação com um produto ou serviço. A solicitação direta para falar com um técnico sugere que o usuário está enfrentando problemas, refletindo um sentimento negativo. O uso da hashtag #hpprnt também pode indicar um contexto de problemas com impressoras, o que reforça essa interpretação.""
}",Negativo,"O usuário expressa uma necessidade de assistência técnica, o que pode indicar frustração ou insatisfação com um produto ou serviço. A solicitação direta para falar com um técnico sugere que o usuário está enfrentando problemas, refletindo um sentimento negativo. O uso da hashtag #hpprnt também pode indicar um contexto de problemas com impressoras, o que reforça essa interpretação."
